"Price","Mileage","City","State","Make","Model","vehicle age"
"33999","9695","Midlothian"," VA","Acura","RDXFWD","4.0"
"37995","9699","Cincinnati"," OH","Acura","RDXAWD","3.0"
"34580","9701","Pleasanton"," CA","Acura","RDXAWD","4.0"
"40995","9720","Brentwood"," TN","Acura","MDXSH-AWD","4.0"
"26988","9726","Middletown"," CT","Acura","TLXFWD","5.0"
"27411","9752","Tewksbury"," MA","Acura","TLXFWD","5.0"
"46000","9774","Lynnwood"," WA","Acura","MDXSH-AWD","3.0"
"35977","9776","Cincinnati"," OH","Acura","RDXAWD","3.0"
"36689","9779","Woodside"," NY","Acura","MDXSH-AWD","4.0"
"44968","9779","Plantation"," FL","Acura","MDXFWD","3.0"
"31288","9782","Cockeysville"," MD","Acura","TLXFWD","4.0"
"22688","9782","Arlington"," TX","Acura","ILXAcuraWatch","3.0"
"34000","9785","St Louis"," MO","Acura","RDXFWD","3.0"
"23800","9796","Merrillville"," IN","Acura","ILXAutomatic","3.0"
"40901","9813","Westmont"," IL","Acura","MDXSH-AWD","4.0"
"45900","9831","Brookfield"," WI","Acura","MDXSH-AWD","3.0"
"42929","9839","Hoffman Estates"," IL","Acura","RLXHybrid","4.0"
"28988","9849","Scarsdale"," NY","Acura","RDXAWD","5.0"
"45950","9878","Houston"," TX","Acura","MDXSH-AWD","3.0"
"35988","9884","Montgomery"," AL","Acura","RDXFWD","4.0"
"33000","9887","Wilmington"," NC","Acura","RDXFWD","4.0"
"38000","9897","Carrollton"," TX","Acura","MDXFWD","4.0"
"46858","9909","Dublin"," OH","Acura","MDXSH-AWD","4.0"
"44665","9938","Hopkins"," MN","Acura","MDXSH-AWD","3.0"
"47811","9948","Ocala"," FL","Acura","MDXFWD","3.0"
"27882","9977","Plantation"," FL","Acura","TLXFWD","3.0"
"33995","9990","Tukwila"," WA","Acura","TLXSH-AWD","5.0"
"48900","9997","Westmont"," IL","Acura","MDXSH-AWD","3.0"
"44999","10000","Salinas"," CA","Acura","MDXSH-AWD","3.0"
"20917","10004","Woodside"," NY","Acura","ILXAutomatic","4.0"
"22000","10007","Falls Church"," VA","Acura","ILXAutomatic","3.0"
"19299","10012","Colorado Springs"," CO","Acura","TLXFWD","5.0"
"24999","10012","Orlando"," FL","Acura","TLXSH-AWD","4.0"
"29991","10014","Cary"," NC","Acura","TLXFWD","4.0"
"35977","10015","Cincinnati"," OH","Acura","RDXAWD","3.0"
"29988","10045","Gaithersburg"," MD","Acura","RDXAWD","5.0"
"44998","10049","Royersford"," PA","Acura","MDXSH-AWD","4.0"
"30490","10053","Charlotte"," NC","Acura","TLXFWD","3.0"
"23999","10060","Marrieta"," GA","Acura","TLXFWD","5.0"
"23499","10086","Lindon"," UT","Acura","TLXSH-AWD","5.0"
"34026","10086","Brooklyn"," NY","Acura","MDXAWD","5.0"
"30988","10092","Las Vegas"," NV","Acura","RDXFWD","4.0"
"42320","10093","Chamblee"," GA","Acura","MDXFWD","4.0"
"33900","10094","Merrillville"," IN","Acura","TLXSH-AWD","4.0"
"33000","10121","San Juan"," TX","Acura","TLXFWD","3.0"
"51993","10127","West Palm Beach"," FL","Acura","MDXFWD","3.0"
"17995","10131","Roslyn"," NY","Acura","TL4dr","10.0"
"29000","10143","Lynnwood"," WA","Acura","TLXFWD","4.0"
"46576","10151","Dublin"," OH","Acura","MDXSH-AWD","4.0"
"41985","10165","Dallas"," TX","Acura","MDXFWD","3.0"
"17499","10187","Miami Gardens"," FL","Acura","ILX5-Speed","6.0"
"33900","10192","Chicago"," IL","Acura","RDXFWD","3.0"
"35995","10203","Tukwila"," WA","Acura","RLXwith","4.0"
"26481","10208","Port Orchard"," WA","Acura","TLXFWD","4.0"
"34997","10216","Tacoma"," WA","Acura","TLXSH-AWD","4.0"
"28998","10232","Lake Elsinore"," CA","Acura","TLXSH-AWD","4.0"
"34995","10232","Seekonk"," MA","Acura","RDXAWD","3.0"
"27988","10245","Kahului"," HI","Acura","TLXFWD","5.0"
"35500","10262","Baltimore"," MD","Acura","MDXAWD","5.0"
"29000","10267","Duluth"," GA","Acura","TLXFWD","4.0"
"31995","10287","Boise"," ID","Acura","TLXSH-AWD","4.0"
"34500","10296","Wilmington"," NC","Acura","RDXAWD","3.0"
"23800","10332","Merrillville"," IN","Acura","ILXAutomatic","3.0"
"26997","10343","North Miami"," FL","Acura","RDXFWD","5.0"
"48999","10360","Hoffman Estates"," IL","Acura","MDXSH-AWD","3.0"
"33900","10364","Chapel Hill"," NC","Acura","TLXSH-AWD","3.0"
"25345","10370","Germantown"," MD","Acura","TLXFWD","5.0"
"34000","10371","Austin"," TX","Acura","TLXFWD","3.0"
"34957","10391","Bellevue"," WA","Acura","TLXSH-AWD","4.0"
"27290","10392","Santa Clara"," CA","Acura","TLXSH-AWD","5.0"
"35000","10392","Chicago"," IL","Acura","RDXAWD","3.0"
"27999","10398","Centennial"," CO","Acura","TLXFWD","4.0"
"27990","10427","Charlotte"," NC","Acura","TLXFWD","3.0"
"31997","10435","Greensboro"," NC","Acura","RDXFWD","3.0"
"20100","10438","Gainesville"," FL","Acura","ILX5-Speed","5.0"
"18500","10442","Elmhurst"," IL","Acura","ILX5-Speed","5.0"
"33995","10443","Wall"," NJ","Acura","MDXSH-AWD","4.0"
"41000","10448","Littleton"," CO","Acura","MDXSH-AWD","4.0"
"30990","10451","Boise"," ID","Acura","TLXSH-AWD","4.0"
"33169","10455","Chesterton"," IN","Acura","RLXwith","4.0"
"34997","10485","Orlando"," FL","Acura","RDXFWD","3.0"
"35877","10490","Cincinnati"," OH","Acura","RDXAWD","3.0"
"45900","10496","Westmont"," IL","Acura","MDXFWD","3.0"
"26773","10500","Sarasota"," FL","Acura","TLXFWD","4.0"
"29788","10501","Cockeysville"," MD","Acura","TLXSH-AWD","5.0"
"33769","10512","Woodside"," NY","Acura","MDXAWD","5.0"
"43950","10541","Novato"," CA","Acura","MDXSH-AWD","4.0"
"29991","10562","Charlotte"," NC","Acura","TLXFWD","3.0"
"39923","10568","Tiverton"," RI","Acura","MDXSH-AWD","4.0"
"33995","10580","Waterbury"," CT","Acura","MDXAWD","5.0"
"28000","10583","Owings Mills"," MD","Acura","TLXFWD","5.0"
"39984","10608","Henderson"," NV","Acura","MDXSH-AWD","4.0"
"31000","10611","Carlsbad"," CA","Acura","RDXFWD","4.0"
"31998","10612","Fayetteville"," AR","Acura","RDXAWD","5.0"
"35990","10615","Charlotte"," NC","Acura","RDXFWD","3.0"
"35990","10615","Charlotte"," NC","Acura","RDXFWD","3.0"
"23675","10624","Arlington"," TX","Acura","ILXAutomatic","3.0"
"43958","10629","Spokane Valley"," WA","Acura","MDXSH-AWD","4.0"
"49988","10638","Fremont"," CA","Acura","MDXSH-AWD","3.0"
"16399","10640","Lindon"," UT","Acura","TLXFWD","5.0"
"28386","10659","Springfield"," NJ","Acura","TLXFWD","4.0"
"30927","10674","Bellevue"," WA","Acura","TLXFWD","5.0"
"26988","10677","Concord"," CA","Acura","TLXFWD","4.0"
"38000","10686","Littleton"," CO","Acura","RDXAWD","3.0"
"30995","10689","Scarsdale"," NY","Acura","RDXAWD","3.0"
"19599","10700","Verona"," NJ","Acura","ILX5-Speed","6.0"
"38000","10704","Littleton"," CO","Acura","MDXSH-AWD","4.0"
"38800","10744","Westmont"," IL","Acura","MDXSH-AWD","4.0"
"52000","10772","Chicago"," IL","Acura","MDXSH-AWD","3.0"
"44325","10780","San Juan"," TX","Acura","MDXFWD","4.0"
"19799","10785","Post Falls"," ID","Acura","TLXFWD","4.0"
"21698","10799","Palatine"," IL","Acura","ILXAutomatic","4.0"
"42499","10808","Montclair"," CA","Acura","MDXSH-AWD","3.0"
"37912","10818","Greensboro"," NC","Acura","MDXFWD","4.0"
"29240","10819","Chamblee"," GA","Acura","TLXFWD","4.0"
"46900","10825","Ventura"," CA","Acura","MDXSH-AWD","3.0"
"28399","10827","Palo Alto"," CA","Acura","TLXFWD","5.0"
"26920","10837","Chamblee"," GA","Acura","TLXFWD","4.0"
"19391","10852","Spokane"," WA","Acura","ILX5-Speed","6.0"
"28735","10853","Chesapeake"," VA","Acura","TLXFWD","4.0"
"29484","10857","Woodbridge"," VA","Acura","TLXFWD","3.0"
"32995","10859","Palatine"," IL","Acura","TLXSH-AWD","5.0"
"44477","10877","Ashland"," OR","Acura","MDXSH-AWD","3.0"
"28995","10881","Scarsdale"," NY","Acura","TLXFWD","3.0"
"35467","10881","Plano"," TX","Acura","RDXFWD","4.0"
"32480","10889","Winter Haven"," FL","Acura","RDXFWD","4.0"
"31576","10892","Easton"," PA","Acura","TLXFWD","3.0"
"40991","10898","Cleveland"," OH","Acura","MDXSH-AWD","4.0"
"35325","10899","Rochelle Park"," NJ","Acura","MDXAWD","5.0"
"30000","10903","Tustin"," CA","Acura","TLXSH-AWD","5.0"
"46000","10905","Littleton"," CO","Acura","MDXSH-AWD","3.0"
"27573","10909","Carlsbad"," CA","Acura","TLXFWD","4.0"
"25999","10935","Las Vegas"," NV","Acura","RDXFWD","4.0"
"29788","10948","Cockeysville"," MD","Acura","TLXFWD","4.0"
"29240","10949","Chamblee"," GA","Acura","TLXFWD","4.0"
"19000","10967","Falls Church"," VA","Acura","ILX5-Speed","5.0"
"40994","10969","Roswell"," GA","Acura","MDXSH-AWD","4.0"
"29000","10984","Burlingame"," CA","Acura","RDXAWD","5.0"
"31730","10986","Staunton"," VA","Acura","TLXSH-AWD","5.0"
"29945","10991","Raleigh"," NC","Acura","TLXFWD","4.0"
"42200","10999","Austin"," TX","Acura","MDXFWD","4.0"
"32991","11005","Riverside"," CA","Acura","RDXFWD","3.0"
"43000","11017","Tustin"," CA","Acura","MDXFWD","3.0"
"29463","11042","Gonzales"," LA","Acura","TLXFWD","4.0"
"29690","11044","Sanford"," FL","Acura","RDXFWD","4.0"
"23200","11056","Sterling"," VA","Acura","TSX5-Speed","6.0"
"44991","11057","Ashland"," OR","Acura","MDXSH-AWD","4.0"
"30999","11066","Lawrence"," KS","Acura","RDXFWD","3.0"
"42495","11071","Tucson"," AZ","Acura","TLXSH-AWD","4.0"
"42987","11082","Plantation"," FL","Acura","MDXFWD","3.0"
"45995","11084","Ellicott City"," MD","Acura","MDXSH-AWD","3.0"
"30000","11098","Tustin"," CA","Acura","TLXSH-AWD","4.0"
"35977","11099","Cincinnati"," OH","Acura","RDXAWD","3.0"
"41580","11099","Orland Park"," IL","Acura","MDXSH-AWD","4.0"
"27890","11128","Rochester"," NY","Acura","TLXFWD","4.0"
"43490","11129","Dallas"," TX","Acura","MDXFWD","3.0"
"35594","11133","Fremont"," CA","Acura","RLXwith","4.0"
"42320","11135","Chamblee"," GA","Acura","MDXFWD","3.0"
"34986","11138","Austin"," TX","Acura","TLXSH-AWD","3.0"
"43987","11156","Wilsonville"," OR","Acura","MDXSH-AWD","4.0"
"47900","11158","Ventura"," CA","Acura","MDXSH-AWD","3.0"
"30288","11159","Cockeysville"," MD","Acura","TLXFWD","4.0"
"35295","11181","Roswell"," GA","Acura","RDXAWD","4.0"
"28500","11194","St Louis"," MO","Acura","TLXFWD","4.0"
"19001","11206","Plantation"," FL","Acura","ILX5-Speed","5.0"
"35980","11208","Pleasanton"," CA","Acura","RDXAWD","3.0"
"33777","11211","Wappingers Falls"," NY","Acura","RDXFWD","3.0"
"40991","11238","Spring"," TX","Acura","MDXFWD","3.0"
"39988","11241","Elk Grove"," CA","Acura","MDXFWD","4.0"
"43500","11253","Peoria"," AZ","Acura","MDXSH-AWD","3.0"
"29473","11255","Boulder"," CO","Acura","TLXFWD","5.0"
"41000","11257","Littleton"," CO","Acura","MDXSH-AWD","4.0"
"34638","11263","Colorado Springs"," CO","Acura","RDXAWD","3.0"
"31436","11265","Larchmont"," NY","Acura","RDXAWD","4.0"
"39488","11314","Tukwila"," WA","Acura","MDXSH-AWD","4.0"
"39500","11322","Naperville"," IL","Acura","MDXSH-AWD","4.0"
"48575","11327","Bethesda"," MD","Acura","MDXSH-AWD","3.0"
"25971","11333","Fort Pierce"," FL","Acura","TLXFWD","4.0"
"33991","11357","Riverside"," CA","Acura","RDXFWD","3.0"
"37450","11372","Tacoma"," WA","Acura","RDXAWD","4.0"
"44000","11379","Littleton"," CO","Acura","MDXSH-AWD","4.0"
"40894","11410","Ardmore"," PA","Acura","MDXSH-AWD","4.0"
"28695","11439","Arlington"," TX","Acura","TLXFWD","3.0"
"38591","11454","League City"," TX","Acura","MDXFWD","4.0"
"42992","11477","Marietta"," GA","Acura","MDXFWD","3.0"
"33998","11482","Hudson"," NH","Acura","RDXAWD","3.0"
"39240","11489","Chamblee"," GA","Acura","MDXFWD","4.0"
"35977","11499","Cincinnati"," OH","Acura","RDXAWD","3.0"
"26995","11500","Honolulu"," HI","Acura","ILXAutomatic","4.0"
"36191","11509","Hollywood"," FL","Acura","MDXFWD","4.0"
"29995","11512","North Miami"," FL","Acura","RDXFWD","3.0"
"31595","11521","Scarsdale"," NY","Acura","TLXSH-AWD","3.0"
"36000","11525","Littleton"," CO","Acura","RDXAWD","3.0"
"30980","11529","Lakewood"," CO","Acura","TLXSH-AWD","4.0"
"23014","11547","Delray Beach"," FL","Acura","RDXFWD","5.0"
"20249","11553","Las Vegas"," NV","Acura","TLXFWD","5.0"
"44000","11584","Littleton"," CO","Acura","MDXSH-AWD","4.0"
"27460","11586","Chamblee"," GA","Acura","TLXFWD","5.0"
"36993","11593","Boulder"," CO","Acura","RDXAWD","4.0"
"35977","11607","Cincinnati"," OH","Acura","RDXAWD","3.0"
"52000","11652","Chicago"," IL","Acura","MDXSH-AWD","3.0"
"30990","11665","Orland Park"," IL","Acura","TLXSH-AWD","4.0"
"48000","11691","Tulsa"," OK","Acura","MDXSH-AWD","4.0"
"27877","11731","Oak Lawn"," IL","Acura","TLXFWD","5.0"
"30995","11740","Spokane"," WA","Acura","TLXFWD","4.0"
"39900","11745","Saco"," ME","Acura","MDXSH-AWD","4.0"
"44995","11773","Edinburg"," TX","Acura","MDXSH-AWD","4.0"
"26400","11797","Verona"," NJ","Acura","TLXFWD","5.0"
"28900","11809","Brookfield"," WI","Acura","TLXFWD","3.0"
"34788","11846","Athens"," GA","Acura","MDXFWD","4.0"
"47999","11857","Hoffman Estates"," IL","Acura","MDXSH-AWD","3.0"
"23965","11875","Rochelle Park"," NJ","Acura","TLXFWD","5.0"
"34000","11882","Falls Church"," VA","Acura","TLXSH-AWD","4.0"
"27880","11900","Austin"," TX","Acura","TLXFWD","4.0"
"31988","11901","Cockeysville"," MD","Acura","TLXSH-AWD","4.0"
"41995","11909","Rochelle Park"," NJ","Acura","MDXSH-AWD","4.0"
"25995","11910","Charlotte"," NC","Acura","TLXFWD","4.0"
"39991","11941","Sarasota"," FL","Acura","MDXFWD","4.0"
"24991","11943","Lakeland"," FL","Acura","TLXFWD","5.0"
"41900","11967","Brookfield"," WI","Acura","MDXSH-AWD","4.0"
"28737","11970","Larchmont"," NY","Acura","RDXAWD","5.0"
"29250","12001","Bristol"," TN","Acura","TLXFWD","5.0"
"47000","12022","St Louis"," MO","Acura","MDXSH-AWD","3.0"
"43000","12060","Chicago"," IL","Acura","MDXSH-AWD","3.0"
"26490","12062","Overland Park"," KS","Acura","TLXFWD","4.0"
"32997","12065","Omaha"," NE","Acura","TLXSH-AWD","4.0"
"39998","12082","Palatine"," IL","Acura","MDXSH-AWD","4.0"
"16887","12083","Dallas"," TX","Acura","ILX5-Speed","7.0"
"21300","12085","Westmont"," IL","Acura","ILXAutomatic","4.0"
"31998","12086","Richardson"," TX","Acura","RDXFWD","4.0"
"40990","12089","Reading"," PA","Acura","MDXSH-AWD","4.0"
"29988","12090","Knoxville"," TN","Acura","TLXFWD","4.0"
"38991","12097","West Palm Beach"," FL","Acura","MDXFWD","3.0"
"31000","12106","Carlsbad"," CA","Acura","RDXFWD","4.0"
"18450","12145","Plano"," TX","Acura","ILX5-Speed","6.0"
"41803","12161","Torrance"," CA","Acura","MDXAWD","5.0"
"27591","12174","Olive Branch"," MS","Acura","TLXFWD","5.0"
"35299","12174","Las Vegas"," NV","Acura","MDXFWD","4.0"
"32927","12177","Overland Park"," KS","Acura","RDXAWD","3.0"
"35977","12192","Cincinnati"," OH","Acura","RDXAWD","3.0"
"30081","12194","Morton Grove"," IL","Acura","RDXAWD","5.0"
"21088","12200","Mt. Juliet"," TN","Acura","ILXAutomatic","4.0"
"21778","12213","West Palm Beach"," FL","Acura","TL2WD","6.0"
"25524","12222","Brooklyn"," NY","Acura","RDXAWD","6.0"
"26590","12225","Saco"," ME","Acura","TLXFWD","4.0"
"36977","12249","Akron"," OH","Acura","MDXSH-AWD","4.0"
"47900","12256","Pompano Beach"," FL","Acura","MDXSH-AWD","3.0"
"23994","12267","Arlington"," TX","Acura","ILXAutomatic","3.0"
"24810","12267","Rocklin"," CA","Acura","TLXFWD","5.0"
"27988","12278","Westwood"," MA","Acura","TLXFWD","4.0"
"42929","12284","Hoffman Estates"," IL","Acura","MDXSH-AWD","3.0"
"35977","12301","Cincinnati"," OH","Acura","RDXAWD","3.0"
"24974","12306","Woodbridge"," VA","Acura","ILXTechnology","3.0"
"30998","12323","Fort Worth"," TX","Acura","TLXSH-AWD","4.0"
"25695","12332","Rochelle Park"," NJ","Acura","TLXFWD","5.0"
"29988","12335","Knoxville"," TN","Acura","TLXFWD","4.0"
"41499","12358","Schaumburg"," IL","Acura","MDXSH-AWD","3.0"
"30977","12361","Hoffman Estates"," IL","Acura","TLXFWD","5.0"
"22995","12376","Bayside"," NY","Acura","TLXSH-AWD","5.0"
"45314","12381","Spokane Valley"," WA","Acura","MDXSH-AWD","4.0"
"35998","12385","Fort Worth"," TX","Acura","MDXFWD","4.0"
"38900","12398","Palatine"," IL","Acura","MDXSH-AWD","4.0"
"42320","12414","Chamblee"," GA","Acura","MDXFWD","3.0"
"44988","12414","Lynnwood"," WA","Acura","MDXSH-AWD","4.0"
"26300","12431","Summit"," NJ","Acura","RDXAWD","6.0"
"37991","12435","Henderson"," NV","Acura","MDXFWD","4.0"
"31198","12440","Richmond"," CA","Acura","TLXFWD","4.0"
"42977","12455","Bellevue"," WA","Acura","MDXSH-AWD","4.0"
"41000","12458","Littleton"," CO","Acura","MDXSH-AWD","4.0"
"30000","12469","Farmingdale"," NY","Acura","RDXAWD","5.0"
"43980","12473","Pleasanton"," CA","Acura","MDXFWD","4.0"
"29193","12477","South Chesterfield"," VA","Acura","TLXFWD","5.0"
"31998","12489","Palatine"," IL","Acura","RDXAWD","5.0"
"33677","12493","Lancaster"," MA","Acura","RDXFWD","3.0"
"27948","12499","Bentonville"," AR","Acura","TLXFWD","4.0"
"34486","12508","Raleigh"," NC","Acura","RDXAWD","4.0"
"39997","12527","West Chester"," PA","Acura","MDXSH-AWD","4.0"
"39497","12531","Morton Grove"," IL","Acura","MDXSH-AWD","4.0"
"37950","12531","Cary"," NC","Acura","MDXFWD","5.0"
"45994","12536","Laurel"," MD","Acura","MDXSH-AWD","3.0"
"28400","12541","Renton"," WA","Acura","TLXFWD","5.0"
"35931","12558","Larchmont"," NY","Acura","MDXAWD","5.0"
"27987","12562","Springfield"," NJ","Acura","TLXFWD","4.0"
"31999","12586","Lindon"," UT","Acura","MDXSH-AWD","4.0"
"37888","12599","Scarsdale"," NY","Acura","MDXAWD","5.0"
"46000","12608","Littleton"," CO","Acura","MDXSH-AWD","3.0"
"23798","12622","Palatine"," IL","Acura","ILXAutomatic","4.0"
"31998","12627","Fort Worth"," TX","Acura","TLXFWD","4.0"
"26299","12629","Lindon"," UT","Acura","MDXFWD","6.0"
"17997","12638","Roslyn"," NY","Acura","ILX5-Speed","5.0"
"46000","12646","Littleton"," CO","Acura","MDXSH-AWD","3.0"
"22995","12651","Wantagh"," NY","Acura","TL2WD","6.0"
"44800","12662","Palatine"," IL","Acura","TLXSH-AWD","5.0"
"29985","12683","Arlington"," TX","Acura","RDXFWD","3.0"
"32890","12694","Seekonk"," MA","Acura","RDXFWD","4.0"
"27097","12708","Savannah"," GA","Acura","TLXFWD","4.0"
"30508","12713","Woodside"," NY","Acura","RDXAWD","4.0"
"28995","12724","Honolulu"," HI","Acura","ILXAutomatic","4.0"
"21995","12751","Scarsdale"," NY","Acura","ILXPremium","3.0"
"20999","12760","Pembroke Pines"," FL","Acura","ILXAutomatic","4.0"
"27600","12762","San Juan"," TX","Acura","TLXFWD","4.0"
"26993","12764","Phoenix"," AZ","Acura","TLXFWD","4.0"
"29552","12782","West Chester"," PA","Acura","RDXAWD","5.0"
"25971","12782","Ashland"," OR","Acura","TLXFWD","5.0"
"24190","12800","Irvine"," CA","Acura","TLXFWD","4.0"
"39491","12800","Elmhurst"," IL","Acura","MDXSH-AWD","4.0"
"26233","12823","Ocala"," FL","Acura","TSX","6.0"
"24996","12826","North Miami"," FL","Acura","TLXFWD","4.0"
"39990","12835","Bountiful"," UT","Acura","MDXSH-AWD","4.0"
"25999","12850","Concord"," CA","Acura","TLXFWD","5.0"
"30749","12868","Bellevue"," WA","Acura","TLXFWD","5.0"
"43998","12880","Sharon"," MA","Acura","MDXSH-AWD","4.0"
"22991","12893","Riverside"," CA","Acura","ILXPremium","3.0"
"32295","12897","Indianapolis"," IN","Acura","RDXFWD","4.0"
"27991","12908","Clearwater"," FL","Acura","RDXFWD","5.0"
"28239","12910","Avenel"," NJ","Acura","TLXSH-AWD","5.0"
"38116","12967","AUSTIN"," TX","Acura","MDXSH-AWD","4.0"
"27999","13030","East Haven"," CT","Acura","RDXAWD","3.0"
"21111","13036","Hillsboro"," OR","Acura","ILXAutomatic","4.0"
"42839","13047","Metairie"," LA","Acura","MDXFWD","3.0"
"42500","13052","Tulsa"," OK","Acura","MDXFWD","4.0"
"38750","13056","Louisville"," KY","Acura","MDXFWD","4.0"
"41991","13062","Minneapolis"," MN","Acura","MDXSH-AWD","4.0"
"32750","13078","St Louis"," MO","Acura","TLXSH-AWD","3.0"
"22199","13081","Lindon"," UT","Acura","TLXSH-AWD","5.0"
"27295","13085","Bay Shore"," NY","Acura","TLXFWD","4.0"
"26500","13086","Verona"," NJ","Acura","TLXFWD","5.0"
"27997","13100","Temecula"," CA","Acura","TLXFWD","4.0"
"41888","13126","Fort Worth"," TX","Acura","MDXSH-AWD","4.0"
"42166","13128","Duluth"," GA","Acura","MDXSH-AWD","4.0"
"31531","13132","Savannah"," GA","Acura","RDXFWD","3.0"
"37999","13137","Lynnwood"," WA","Acura","MDXAWD","5.0"
"37988","13158","Houston"," TX","Acura","MDXFWD","4.0"
"32499","13175","Denville"," NJ","Acura","RDXAWD","4.0"
"46000","13175","Littleton"," CO","Acura","MDXSH-AWD","3.0"
"37987","13193","Sanford"," FL","Acura","MDXFWD","4.0"
"22784","13227","Greensboro"," NC","Acura","ILXAutomatic","4.0"
"39850","13244","Lancaster"," MA","Acura","MDXSH-AWD","4.0"
"26920","13254","Chamblee"," GA","Acura","TLXFWD","4.0"
"31888","13289","Austin"," TX","Acura","RDXFWD","4.0"
"18425","13303","Torrance"," CA","Acura","ILX6-Speed","6.0"
"41500","13319","Wilkes-Barre"," PA","Acura","MDXSH-AWD","4.0"
"30495","13344","Cerritos"," CA","Acura","TLXFWD","5.0"
"20999","13344","Canandaigua"," NY","Acura","TL2WD","6.0"
"35000","13348","Richmond"," VA","Acura","RDXFWD","3.0"
"21900","13349","Wallingford"," CT","Acura","TLXFWD","4.0"
"35395","13352","Naples"," FL","Acura","MDXFWD","5.0"
"30998","13373","Houston"," TX","Acura","RDXFWD","4.0"
"28888","13385","Scarsdale"," NY","Acura","RDXAWD","5.0"
"23969","13398","Hoffman Estates"," IL","Acura","TLXFWD","5.0"
"27490","13406","Dallas"," TX","Acura","RDXFWD","5.0"
"39485","13419","Newark"," CA","Acura","MDXSH-AWD","4.0"
"29488","13433","Scarsdale"," NY","Acura","RDXAWD","5.0"
"21999","13443","Concord"," CA","Acura","ILXAutomatic","4.0"
"17655","13443","Des Plaines"," IL","Acura","ILX5-Speed","5.0"
"46491","13445","Roswell"," GA","Acura","MDXSH-AWD","3.0"
"23986","13452","Sanford"," FL","Acura","TLXFWD","5.0"
"24997","13462","Orlando"," FL","Acura","TLXFWD","5.0"
"37900","13474","Aiea"," HI","Acura","MDXFWD","5.0"
"31978","13477","Larchmont"," NY","Acura","RDXAWD","4.0"
"24498","13487","Bethesda"," MD","Acura","TLXFWD","4.0"
"40980","13492","Pleasanton"," CA","Acura","MDXSH-AWD","3.0"
"20400","13527","Tulsa"," OK","Acura","TSX5-Speed","6.0"
"41500","13611","Peoria"," AZ","Acura","MDXFWD","3.0"
"28289","13630","Chantilly"," VA","Acura","TLXFWD","4.0"
"36500","13637","Greensburg"," PA","Acura","RDXAWD","3.0"
"25995","13640","Worthington"," OH","Acura","RDXAWD","7.0"
"25988","13643","Knoxville"," TN","Acura","TLXFWD","5.0"
"19199","13661","Woods Cross"," UT","Acura","TLXFWD","5.0"
"25000","13674","Framingham"," MA","Acura","TLXFWD","5.0"
"30980","13695","Pleasanton"," CA","Acura","RDXFWD","3.0"
"38813","13704","Larchmont"," NY","Acura","MDXSH-AWD","4.0"
"23842","13728","San Antonio"," TX","Acura","TLXFWD","5.0"
"35700","13748","Gainesville"," FL","Acura","MDXFWD","4.0"
"28595","13753","Scarsdale"," NY","Acura","TLXFWD","4.0"
"44000","13781","Chicago"," IL","Acura","MDXSH-AWD","4.0"
"17628","13797","Fargo"," ND","Acura","ILX5-Speed","5.0"
"27299","13799","Santa Clara"," CA","Acura","TLXSH-AWD","5.0"
"25500","13800","Falls Church"," VA","Acura","RDXFWD","5.0"
"18499","13812","Colorado Springs"," CO","Acura","TLXFWD","5.0"
"33494","13821","Royersford"," PA","Acura","RDXAWD","3.0"
"37441","13837","Sarasota"," FL","Acura","RDXFWD","4.0"
"40850","13853","McKinney"," TX","Acura","MDXFWD","4.0"
"30891","13853","Silver Spring"," MD","Acura","TLXSH-AWD","4.0"
"34700","13858","Littleton"," CO","Acura","MDXAWD","6.0"
"35000","13866","Richmond"," VA","Acura","RDXFWD","3.0"
"30994","13869","Tempe"," AZ","Acura","RDXFWD","3.0"
"38888","13884","Portland"," OR","Acura","MDXAWD","5.0"
"39988","13907","Las Vegas"," NV","Acura","MDXSH-AWD","3.0"
"25988","13911","Knoxville"," TN","Acura","TLXFWD","5.0"
"46980","13918","Columbia"," MO","Acura","MDXSH-AWD","4.0"
"24981","13919","Bethesda"," MD","Acura","TLXFWD","5.0"
"30988","13940","Gaithersburg"," MD","Acura","TLXSH-AWD","5.0"
"31998","13946","Fort Worth"," TX","Acura","MDXFWD","5.0"
"25000","13971","McKinney"," TX","Acura","TLXFWD","4.0"
"24999","13992","Lynnwood"," WA","Acura","TLXFWD","5.0"
"31290","13998","Englewood"," CO","Acura","RDXAWD","5.0"
"22999","14001","Hoffman Estates"," IL","Acura","ILXPremium","3.0"
"28781","14003","Ashland"," OR","Acura","RDXFWD","5.0"
"36920","14007","Woodside"," NY","Acura","MDXSH-AWD","4.0"
"21500","14024","Falls Church"," VA","Acura","ILXAutomatic","3.0"
"21099","14024","Boise"," ID","Acura","TLXFWD","5.0"
"20998","14041","Maumee"," OH","Acura","ILXAutomatic","4.0"
"25670","14042","Verona"," NJ","Acura","TLXFWD","4.0"
"18988","14051","Scarsdale"," NY","Acura","ILX5-Speed","5.0"
"41000","14063","Littleton"," CO","Acura","MDXSH-AWD","4.0"
"22695","14087","Wappingers Falls"," NY","Acura","TLXFWD","5.0"
"41445","14096","Rochelle Park"," NJ","Acura","MDXSH-AWD","4.0"
"25998","14105","Carrollton"," TX","Acura","TLXFWD","5.0"
"23994","14124","Ardmore"," PA","Acura","TLXFWD","5.0"
"35999","14124","Woodside"," NY","Acura","MDXSH-AWD","4.0"
