"Price","Mileage","City","State","Make","Model","vehicle age"
"21800","56468","Elmhurst"," NY","Acura","MDXAWD","8.0"
"21901","56478","Pauls Valley"," OK","Acura","MDXAWD","8.0"
"10977","56487","West Allis"," WI","Acura","TSXAutomatic","15.0"
"21500","56491","Westmont"," IL","Acura","RDXFWD","6.0"
"24990","56520","Chapel Hill"," NC","Acura","RDXFWD","5.0"
"24289","56586","Fairfield"," OH","Acura","MDXwith","7.0"
"15988","56612","League City"," TX","Acura","TSXAutomatic","8.0"
"23795","56616","Streamwood"," IL","Acura","MDXAWD","8.0"
"29000","56662","Seattle"," WA","Acura","MDXAWD","6.0"
"17995","56670","Honolulu"," HI","Acura","TSX","8.0"
"17921","56681","San Jose"," CA","Acura","MDX4WD","12.0"
"22588","56693","Las Vegas"," NV","Acura","MDXAWD","8.0"
"30500","56704","Union City"," GA","Acura","MDXAWD","5.0"
"26700","56728","Dumfries"," VA","Acura","MDXAWD","6.0"
"16615","56732","Woodside"," NY","Acura","TL4dr","9.0"
"22900","56788","Peoria"," AZ","Acura","ZDXAWD","9.0"
"17850","56810","Pompano Beach"," FL","Acura","MDXAWD","9.0"
"16995","56822","Bloomington"," CA","Acura","TLBase","7.0"
"16486","56827","Milwaukie"," OR","Acura","TSX","9.0"
"8998","56844","Florence"," KY","Acura","TLAutomatic","15.0"
"24997","56849","Orlando"," FL","Acura","RLXBase","6.0"
"16600","56870","Portland"," OR","Acura","TSXManual","8.0"
"19793","56877","Sanford"," FL","Acura","RDXwith","7.0"
"27666","56907","Derby"," CT","Acura","MDXAWD","6.0"
"31997","56908","Capitol Heights"," MD","Acura","MDXAWD","5.0"
"19892","56928","ORLANDO"," FL","Acura","MDXAWD","8.0"
"21998","56935","Greensboro"," NC","Acura","RDXFWD","5.0"
"14995","56938","Green Bay"," WI","Acura","TSX4dr","9.0"
"21500","56941","Canton"," MA","Acura","TLXFWD","5.0"
"14985","56964","Fayetteville"," NC","Acura","TSX5-Speed","7.0"
"19995","57000","Tucson"," AZ","Acura","TLSH-AWD","8.0"
"17993","57020","Wappingers Falls"," NY","Acura","TLwith","7.0"
"21551","57023","Palo Alto"," CA","Acura","RDXwith","7.0"
"19929","57033","Hoffman Estates"," IL","Acura","MDXAWD","10.0"
"21995","57059","Bronx"," NY","Acura","TLXSH-AWD","5.0"
"23988","57060","Bellevue"," WA","Acura","RDXAWD","7.0"
"29000","57074","Fairfield"," Oh","Acura","MDXAWD","6.0"
"17995","57091","Springfield"," OR","Acura","TSX","8.0"
"11999","57092","Lindon"," UT","Acura","RDXFWD","8.0"
"15500","57113","Marion"," IA","Acura","RDXAWD","9.0"
"23735","57119","Ellicott City"," MD","Acura","TLXFWD","5.0"
"17451","57150","Trevose"," PA","Acura","TLSH-AWD","8.0"
"17747","57173","Auburn"," CA","Acura","TL2WD","8.0"
"21894","57207","Ardmore"," PA","Acura","MDXAWD","8.0"
"16999","57243","West Palm Beach"," FL","Acura","TL2WD","6.0"
"13995","57247","Sioux Falls"," SD","Acura","RL4dr","10.0"
"16999","57303","Tucson"," AZ","Acura","ILX5-Speed","6.0"
"18995","57309","New London"," CT","Acura","TL2WD","6.0"
"16499","57322","Dallas"," TX","Acura","TLBase","7.0"
"31995","57323","Clinton"," NJ","Acura","MDXAWD","6.0"
"30000","57350","Goodyear"," AZ","Acura","MDXFWD","5.0"
"28755","57375","Des Plaines"," IL","Acura","MDXAWD","5.0"
"14985","57387","Garden City"," GA","Acura","TSXAutomatic","8.0"
"28900","57433","Chicago"," IL","Acura","MDXAWD","6.0"
"15995","57444","Metairie"," LA","Acura","TL2WD","8.0"
"13990","57452","Ansonia"," CT","Acura","TL4dr","11.0"
"25900","57472","Naperville"," IL","Acura","RDXAWD","6.0"
"16750","57483","Citrus Heights"," CA","Acura","ILX5-Speed","5.0"
"14995","57487","Dallas"," TX","Acura","TL4dr","10.0"
"16340","57499","Tallahassee"," FL","Acura","TL2WD","8.0"
"21000","57504","Houston"," TX","Acura","TLSH-AWD","7.0"
"13794","57509","Ardmore"," PA","Acura","TSX4dr","9.0"
"21821","57536","Harlan"," IA","Acura","MDXAWD","8.0"
"21182","57569","Longmont"," CO","Acura","MDXAWD","10.0"
"10495","57596","Waterbury"," CT","Acura","ILX6-Speed","7.0"
"16495","57624","Wappingers Falls"," NY","Acura","ILX5-Speed","5.0"
"15495","57642","Midway City"," CA","Acura","ILX5-Speed","6.0"
"18021","57647","Morton Grove"," IL","Acura","TSX5-Speed","6.0"
"15000","57704","Napa"," CA","Acura","TL4dr","11.0"
"24490","57708","Sterling"," VA","Acura","RDXAWD","5.0"
"24646","57709","Columbus"," OH","Acura","MDXwith","7.0"
"13900","57712","Marietta"," GA","Acura","RDX4WD","12.0"
"16754","57755","Palo Alto"," CA","Acura","TSXAutomatic","8.0"
"15000","57767","Lee's Summit"," MO","Acura","TL4dr","10.0"
"24777","57769","Mesquite"," TX","Acura","TLXFWD","5.0"
"19500","57797","Phoenix"," AZ","Acura","RDXFWD","6.0"
"16000","57845","Sterling"," VA","Acura","TSXAutomatic","8.0"
"21700","57867","Austin"," TX","Acura","RDXwith","7.0"
"10998","57872","Las Vegas"," NV","Acura","TLAutomatic","15.0"
"16983","57908","Merriam"," KS","Acura","TSX5-Speed","6.0"
"28990","57957","Egg Harbor Township"," NJ","Acura","MDXAWD","6.0"
"30899","57958","Bethesda"," MD","Acura","MDXwith","7.0"
"34841","57982","Chesapeake"," VA","Acura","MDXAWD","5.0"
"30798","57984","Sharon"," MA","Acura","MDXAWD","5.0"
"17995","58015","Manassas"," VA","Acura","TL2WD","8.0"
"27433","58018","League City"," TX","Acura","MDXFWD","6.0"
"19595","58100","Rochester"," NY","Acura","TLSH-AWD","8.0"
"13419","58105","Minnetonka"," MN","Acura","TSX4dr","9.0"
"23975","58224","Temple Hills"," MD","Acura","RDXAWD","5.0"
"20997","58260","Orlando"," FL","Acura","MDXAWD","10.0"
"23994","58273","Henderson"," NV","Acura","RDXAWD","5.0"
"16494","58275","Easton"," PA","Acura","TL2WD","8.0"
"22995","58293","Teterboro"," NJ","Acura","MDXAWD","8.0"
"19980","58300","Chicago"," IL","Acura","RDXAWD","7.0"
"21999","58360","Jamaica"," NY","Acura","TLXFWD","5.0"
"17598","58376","Palatine"," IL","Acura","TL2WD","8.0"
"20850","58383","Jacksonville"," FL","Acura","MDXAWD","8.0"
"32998","58383","Kirkland"," WA","Acura","MDXAWD","5.0"
"13999","58385","Overland Park"," KS","Acura","ILXHybrid","7.0"
"29847","58449","Houston"," TX","Acura","MDXFWD","4.0"
"22533","58471","Dublin"," OH","Acura","RDXFWD","5.0"
"14998","58519","Santa Ana"," CA","Acura","TSX5-Speed","7.0"
"21995","58547","Amherst"," NY","Acura","MDXAWD","8.0"
"12921","58550","Boise"," ID","Acura","TSXAutomatic","8.0"
"20452","58563","Carlsbad"," CA","Acura","TSX","6.0"
"30689","58582","Forest"," VA","Acura","MDXAWD","6.0"
"25488","58605","Tacoma"," WA","Acura","RDXAWD","6.0"
"30977","58671","Tigard"," OR","Acura","MDXAWD","6.0"
"16988","58687","Sacramento"," CA","Acura","TL4dr","10.0"
"21344","58689","Calumet City"," IL","Acura","TLSH-AWD","6.0"
"28988","58721","Sacramento"," CA","Acura","MDXwith","7.0"
"17388","58805","Lexington"," NC","Acura","TSXSpecial","7.0"
"12994","58839","Phoenix"," AZ","Acura","RDX4WD","13.0"
"18990","58857","Birmingham"," AL","Acura","TLXFWD","5.0"
"15995","58866","Vineland"," NJ","Acura","TSXAutomatic","8.0"
"16895","58868","Rochelle Park"," NJ","Acura","TL4dr","10.0"
"22000","58868","Grove City"," OH","Acura","TLXFWD","5.0"
"20900","58873","Charlotte"," NC","Acura","RDXFWD","6.0"
"24880","58912","Canton"," NC","Acura","RDXAWD","7.0"
"16900","58915","Albuquerque"," NM","Acura","TSXAutomatic","8.0"
"29749","58951","Smyrna"," GA","Acura","MDXFWD","5.0"
"17449","59000","Marietta"," GA","Acura","RDXAWD","9.0"
"14539","59046","Sarasota"," FL","Acura","TL2WD","8.0"
"32999","59049","Auburn"," WA","Acura","MDXAWD","6.0"
"21998","59079","Bloomington"," MN","Acura","MDXAWD","9.0"
"22426","59129","Chicago"," IL","Acura","MDXBase","7.0"
"29417","59158","Louisville"," KY","Acura","MDXAWD","5.0"
"16992","59167","Garland"," TX","Acura","TL2WD","8.0"
"14748","59181","Fishers"," IN","Acura","TSXAutomatic","8.0"
"27948","59189","Alpharetta"," GA","Acura","MDXAWD","6.0"
"32988","59201","Fremont"," CA","Acura","MDXFWD","5.0"
"33500","59223","Brookfield"," WI","Acura","MDXSH-AWD","4.0"
"16999","59233","Tempe"," AZ","Acura","ILX5-Speed","6.0"
"18499","59257","Sandy"," UT","Acura","TLSH-AWD","7.0"
"17999","59259","Midland"," TX","Acura","MDXAWD","9.0"
"15988","59297","Corpus Christi"," TX","Acura","TSX5-Speed","7.0"
"30711","59299","Bloomington"," MN","Acura","MDXAWD","6.0"
"13687","59301","Bradenton"," FL","Acura","TSX4dr","10.0"
"27999","59309","Buford"," GA","Acura","MDXAWD","6.0"
"33435","59348","Mount Juliet"," TN","Acura","MDXAWD","5.0"
"14922","59349","Merriam"," KS","Acura","TSXAutomatic","8.0"
"23777","59371","Waukesha"," WI","Acura","RDXAWD","7.0"
"15500","59375","Fallston"," MD","Acura","TL2WD","8.0"
"24032","59388","Nanuet"," NY","Acura","MDXwith","7.0"
"15770","59401","New Bern"," NC","Acura","ILX5-Speed","7.0"
"17900","59428","Indianapolis"," IN","Acura","RLAutomatic","8.0"
"28950","59459","Laurel"," MD","Acura","MDXAWD","5.0"
"24581","59460","Austin"," TX","Acura","MDXwith","7.0"
"20500","59524","Canton"," MA","Acura","RDXAWD","6.0"
"24894","59581","Chesapeake"," VA","Acura","TLXSH-AWD","5.0"
"14995","59583","Manassas"," VA","Acura","RDX4WD","12.0"
"11991","59594","Albuquerque"," NM","Acura","TSX4dr","12.0"
"15500","59624","Colorado Springs"," CO","Acura","TLSH-AWD","8.0"
"32000","59625","Linden"," NJ","Acura","MDXSH-AWD","4.0"
"15400","59647","Westmont"," IL","Acura","ILX5-Speed","5.0"
"28890","59665","Laurel"," MD","Acura","MDXAWD","5.0"
"17650","59700","Columbus"," GA","Acura","MDXAWD","11.0"
"14987","59730","Kansas City"," MO","Acura","TSX4dr","9.0"
"19000","59754","Wilmington"," NC","Acura","TSX","8.0"
"18790","59760","Rolling Meadows"," IL","Acura","RL4dr","10.0"
"18000","59766","Larchmont"," NY","Acura","RDXAWD","8.0"
"16999","59769","Hartford"," CT","Acura","TSXSpecial","6.0"
"12499","59788","Uniontown"," PA","Acura","TL4dr","10.0"
"14492","59790","Irving"," TX","Acura","TSXAutomatic","8.0"
"32100","59797","Duluth"," GA","Acura","MDXAWD","6.0"
"21980","59800","Burbank"," IL","Acura","RLXwith","6.0"
"26493","59811","Boulder"," CO","Acura","RDXAWD","5.0"
"21944","59838","Greensboro"," NC","Acura","MDXBase","7.0"
"16728","59880","Rio Linda"," CA","Acura","ILX5-Speed","6.0"
"19990","59900","Baltimore"," MD","Acura","TLXFWD","5.0"
"22400","59906","Tulsa"," OK","Acura","RDXFWD","6.0"
"25388","59914","Portland"," OR","Acura","RDXAWD","7.0"
"16891","59928","Kennesaw"," GA","Acura","TLBase","7.0"
"24373","59938","Hillsboro"," OR","Acura","MDXAWD","8.0"
"23100","59980","Bentonville"," AR","Acura","MDXAWD","9.0"
"7995","59991","Chantilly"," VA","Acura","TLAutomatic","17.0"
"27330","59999","North Richland Hills"," TX","Acura","MDXFWD","6.0"
"22677","60018","Lodi"," NJ","Acura","MDXAWD","8.0"
"14997","60048","Oregon City"," OR","Acura","TSX4dr","10.0"
"17495","60104","Chico"," CA","Acura","TSXAutomatic","8.0"
"26564","60130","Bedford"," OH","Acura","MDXAWD","6.0"
"21496","60149","Sanford"," NC","Acura","RDXFWD","6.0"
"16989","60152","Wilmington"," DE","Acura","RDXAWD","8.0"
"14500","60159","New Orleans"," LA","Acura","TLwith","7.0"
"29968","60164","League City"," TX","Acura","MDXFWD","5.0"
"20990","60183","SARASOTA"," FL","Acura","MDXAWD","9.0"
"20669","60184","Phoenix"," AZ","Acura","RDXAWD","7.0"
"30790","60185","Seekonk"," MA","Acura","MDXAWD","5.0"
"31991","60215","Tracy"," CA","Acura","MDXAWD","5.0"
"23294","60218","Silver Spring"," MD","Acura","RDXAWD","6.0"
"13900","60250","Rolling Meadows"," IL","Acura","RDX4WD","12.0"
"19288","60264","Georgetown"," TX","Acura","RDXwith","7.0"
"16000","60274","Wilmington"," NC","Acura","TSXAutomatic","8.0"
"33900","60281","Gaithersburg"," MD","Acura","MDXAWD","5.0"
"22740","60282","Newnan"," GA","Acura","MDXAWD","8.0"
"22300","60288","Austin"," TX","Acura","MDXAWD","8.0"
"23995","60290","Salt Lake City"," UT","Acura","TLXSH-AWD","5.0"
"17450","60304","Waterbury"," CT","Acura","TLSpecial","6.0"
"18989","60338","Columbia"," SC","Acura","TSX","6.0"
"22000","60344","Nottingham"," MD","Acura","RLXwith","6.0"
"29553","60408","Avon"," IN","Acura","MDXAWD","6.0"
"23900","60414","Brookfield"," WI","Acura","MDXAWD","8.0"
"21888","60422","Grapevine"," TX","Acura","MDXAWD","8.0"
"22485","60445","Westminster"," MD","Acura","MDXAWD","8.0"
"20997","60448","Patchogue"," NY","Acura","MDXAWD","8.0"
"20986","60469","Sanford"," FL","Acura","TLXFWD","5.0"
"15206","60489","AUSTIN"," TX","Acura","TL4dr","9.0"
"21498","60527","Doraville"," GA","Acura","MDXAWD","9.0"
"35995","60543","Lebanon"," IN","Acura","MDXSH-AWD","4.0"
"7990","60552","Fairlawn"," NJ","Acura","TSX4dr","13.0"
"14857","60552","Ocala"," FL","Acura","ILX5-Speed","5.0"
"16992","60625","Garland"," TX","Acura","TL2WD","8.0"
"13995","60648","Allentown"," PA","Acura","TL4dr","10.0"
"15737","60648","Fremont"," CA","Acura","ILX5-Speed","6.0"
"19995","60690","Charlotte"," NC","Acura","TL2WD","6.0"
"19999","60700","Midland"," TX","Acura","RDXAWD","8.0"
"21995","60701","Frazer"," PA","Acura","RDXAWD","7.0"
"21800","60711","Fayetteville"," AR","Acura","RDXFWD","6.0"
"30995","60758","Tuscaloosa"," AL","Acura","MDXAWD","5.0"
"17980","60795","Pleasanton"," CA","Acura","RDXAWD","9.0"
"18000","60816","Raleigh"," NC","Acura","TLSH-AWD","8.0"
"17942","60849","Port Orchard"," WA","Acura","TLwith","7.0"
"10499","60872","San Diego"," CA","Acura","TL4dr","13.0"
"26000","60885","Johnson City"," TN","Acura","MDXAWD","6.0"
"22995","60912","E. Providence"," RI","Acura","RDXAWD","6.0"
"15990","60948","Marietta"," GA","Acura","TSX","8.0"
"18992","60965","Wappingers Falls"," NY","Acura","TSX5-Speed","7.0"
"19990","60995","Philadelphia"," PA","Acura","RDXAWD","8.0"
"29017","61003","Tracy"," CA","Acura","MDXAWD","6.0"
"25763","61036","Martinez"," GA","Acura","MDXwith","7.0"
"15999","61042","Auburn"," CA","Acura","RSXType-S","14.0"
"18988","61057","Sacramento"," CA","Acura","TLwith","7.0"
"13211","61080","Nashville"," TN","Acura","RL4dr","12.0"
"14991","61089","Lakeland"," FL","Acura","TL2WD","8.0"
"7999","61093","Aurora"," CO","Acura","TLAutomatic","16.0"
"15821","61105","Colorado Springs"," CO","Acura","ILX5-Speed","7.0"
"24891","61127","Albuquerque"," NM","Acura","RLXwith","6.0"
"16291","61154","Orlando"," FL","Acura","RDXFWD","8.0"
"10999","61157","Hialeah"," FL","Acura","TSX4dr","10.0"
"10995","61170","Elmhurst"," IL","Acura","TL4dr","13.0"
"12930","61189","Littleton"," CO","Acura","ILX5-Speed","6.0"
"25911","61229","Sarasota"," FL","Acura","MDXFWD","5.0"
"22217","61283","Austin"," TX","Acura","RDXFWD","6.0"
"18595","61293","Union City"," GA","Acura","RL4dr","12.0"
"24360","61299","Hayward"," CA","Acura","MDXAWD","8.0"
"23986","61322","North Richland Hills"," TX","Acura","MDXwith","7.0"
"19493","61347","Boulder"," CO","Acura","TLSH-AWD","8.0"
"28750","61357","Union City"," GA","Acura","MDXAWD","5.0"
"18897","61372","Tracy"," CA","Acura","TLXFWD","5.0"
"14994","61372","Jackson"," TN","Acura","TSX","9.0"
"28499","61392","Dallas"," TX","Acura","MDXFWD","5.0"
"21093","61401","Larchmont"," NY","Acura","MDXAWD","9.0"
"16900","61408","Wilmington"," NC","Acura","TL2WD","8.0"
"29495","61425","Chicago"," IL","Acura","MDXAWD","5.0"
"14990","61490","Lawrenceville"," GA","Acura","TSXSpecial","6.0"
"27931","61500","Austin"," TX","Acura","MDXAWD","6.0"
"12995","61515","Bethany"," OK","Acura","TSXAutomatic","8.0"
"15774","61527","Royersford"," PA","Acura","TSXAutomatic","8.0"
"24625","61532","Columbus"," MS","Acura","RLXwith","6.0"
"26600","61556","Portland"," OR","Acura","RDXAWD","6.0"
"25590","61573","South Easton"," MA","Acura","MDXAWD","5.0"
"12795","61586","Indianapolis"," IN","Acura","TSX4dr","10.0"
"28985","61603","Milwaukee"," WI","Acura","MDXAWD","6.0"
"15450","61620","Plano"," TX","Acura","ILX5-Speed","5.0"
"20787","61690","Larchmont"," NY","Acura","RDXAWD","7.0"
"13988","61697","Little Rock"," AR","Acura","TSX4dr","10.0"
"9994","61738","Las Vegas"," NV","Acura","RSXManual","15.0"
"13900","61740","Chicago"," IL","Acura","TL4dr","11.0"
"22677","61784","Hillside"," NJ","Acura","MDXAWD","8.0"
"16975","61827","Phoenix"," AZ","Acura","RDXFWD","8.0"
"22850","61836","Houston"," TX","Acura","MDXAWD","8.0"
"26994","61856","Wappingers Falls"," NY","Acura","MDXAWD","6.0"
"10723","61859","Tampa"," FL","Acura","RLAutomatic","14.0"
"21995","61887","Fort Worth"," TX","Acura","RDXFWD","6.0"
"19300","61892","Seattle"," WA","Acura","RL4dr","9.0"
"21400","61951","Tulsa"," OK","Acura","TLSH-AWD","6.0"
"18901","62005","Milford"," NH","Acura","MDXAWD","9.0"
"19995","62009","El Paso"," TX","Acura","TLwith","7.0"
"11000","62015","Pasadena"," CA","Acura","TSX4dr","12.0"
"26665","62027","Bentonville"," AR","Acura","MDXAWD","6.0"
"14630","62057","Springfield"," PA","Acura","ILX5-Speed","7.0"
"19980","62066","Reading"," PA","Acura","RDXwith","7.0"
"18477","62103","Fredericktown"," MO","Acura","TLSH-AWD","8.0"
"20998","62105","Fort Worth"," TX","Acura","RDXFWD","6.0"
"19610","62141","Auburn"," WA","Acura","TLSH-AWD","8.0"
"19995","62157","Greenville"," TX","Acura","ZDXAWD","10.0"
"13999","62173","Houston"," TX","Acura","ILX5-Speed","7.0"
"23695","62190","Batavia"," OH","Acura","RDXAWD","5.0"
"19990","62201","Baltimore"," MD","Acura","TLXFWD","5.0"
"23500","62207","Arlington"," VA","Acura","MDXwith","7.0"
"26250","62209","Birmingham"," AL","Acura","MDXwith","7.0"
"15995","62266","Sykesville"," MD","Acura","TLwith","7.0"
"26495","62277","Doral"," FL","Acura","MDXFWD","5.0"
"30499","62293","Concord"," CA","Acura","MDXAWD","5.0"
"18795","62302","Snellville"," GA","Acura","TSX4dr","10.0"
"13488","62309","Cockeysville"," MD","Acura","TL4dr","12.0"
"16686","62315","Limerick"," PA","Acura","TL2WD","8.0"
"22995","62336","Temple Hills"," MD","Acura","MDXwith","7.0"
"28600","62359","Bentonville"," AR","Acura","MDXFWD","6.0"
"15900","62381","Peoria"," AZ","Acura","ILXHybrid","7.0"
"19722","62392","Orlando"," FL","Acura","MDXAWD","8.0"
"27490","62426","Inver Grove Heights"," MN","Acura","MDXwith","7.0"
"12399","62459","Jacksonville"," FL","Acura","TSX4dr","11.0"
"15488","62461","Swanzey"," NH","Acura","TSXAutomatic","8.0"
"16995","62464","Brooklyn"," NY","Acura","MDX4WD","12.0"
"13290","62478","Miami"," FL","Acura","ILX5-Speed","7.0"
"19991","62487","McKinney"," TX","Acura","MDXAWD","11.0"
"23500","62487","Nashua"," NH","Acura","MDXAWD","8.0"
"24777","62552","Phoenix"," AZ","Acura","MDXwith","7.0"
"29988","62559","Gaithersburg"," MD","Acura","MDXAWD","5.0"
"19995","62573","Langhorne"," PA","Acura","MDXAWD","8.0"
"25995","62575","Wappingers Falls"," NY","Acura","MDXAWD","5.0"
"28000","62612","Gonzales"," LA","Acura","RDXFWD","4.0"
"15771","62642","San Jose"," CA","Acura","RDXFWD","9.0"
"12994","62664","Marietta"," GA","Acura","TSX4dr","11.0"
"25448","62680","Crawfordsville"," IN","Acura","MDXwith","7.0"
"16559","62690","Frederick"," MD","Acura","TL2WD","8.0"
"28000","62710","Union City"," GA","Acura","MDXAWD","5.0"
"24995","62716","Blackwood"," NJ","Acura","RDXAWD","7.0"
"20498","62737","Marlborough"," MA","Acura","RDXAWD","5.0"
"14991","62738","Springfield"," MO","Acura","TSXAutomatic","8.0"
"30997","62779","Daphne"," AL","Acura","MDXFWD","5.0"
"21981","62793","North Canton"," OH","Acura","RDXAWD","6.0"
"23931","62794","Wake Forest"," NC","Acura","RDXAWD","7.0"
"29975","62835","Grapevine"," TX","Acura","MDXFWD","6.0"
"19877","62871","Manassas"," VA","Acura","TLXFWD","5.0"
"25995","62878","Union City"," NJ","Acura","MDXAWD","6.0"
"13970","62879","Lutherville Timonium"," MD","Acura","TL4dr","10.0"
"19786","62880","Lawrence"," KS","Acura","RDXFWD","6.0"
"11000","62923","Pompano Beach"," FL","Acura","TL4dr","12.0"
"29976","62925","Tracy"," CA","Acura","MDXFWD","5.0"
"16995","62940","La Crescenta"," CA","Acura","RDXFWD","8.0"
"16449","62960","Dallas"," TX","Acura","TLwith","7.0"
"34998","62968","Texarkana"," TX","Acura","MDXAWD","5.0"
"9995","62983","Omaha"," NE","Acura","TSXAutomatic","14.0"
"22430","63017","Buford"," GA","Acura","RDXAWD","5.0"
"23995","63033","Louisville"," KY","Acura","RDXAWD","5.0"
"29998","63082","Vineland"," NJ","Acura","MDXAWD","6.0"
"10995","63141","Ontario"," NY","Acura","TSX4dr","10.0"
"13495","63147","Midway City"," CA","Acura","ILX5-Speed","7.0"
"22995","63149","Philadelphia"," PA","Acura","TLXFWD","5.0"
"14642","63190","Merriam"," KS","Acura","TSXAutomatic","8.0"
"29900","63255","Plano"," TX","Acura","MDXAWD","5.0"
"14995","63302","Chicago"," IL","Acura","MDX4WD","12.0"
"12997","63341","North Miami"," FL","Acura","TL4dr","10.0"
"14637","63368","Milford"," CT","Acura","RDXAWD","11.0"
"11995","63421","Alexandria"," VA","Acura","TSX4dr","10.0"
"26933","63448","Tallahassee"," FL","Acura","MDXFWD","5.0"
"10751","63502","Ft. Myers"," FL","Acura","TLAutomatic","14.0"
"16999","63553","Peoria"," AZ","Acura","RDXwith","7.0"
"31500","63577","Austin"," TX","Acura","MDXFWD","5.0"
"14555","63579","Miami"," FL","Acura","TL4dr","10.0"
"11995","63604","El Paso"," TX","Acura","TL4dr","12.0"
"17987","63669","Salem"," OR","Acura","TSXAutomatic","8.0"
"19980","63679","Bloomfield"," NJ","Acura","MDXAWD","10.0"
"13977","63692","Lodi"," NJ","Acura","RDXAWD","9.0"
"19988","63713","Zelienople"," PA","Acura","RDXAWD","7.0"
"24998","63717","Perth Amboy"," NJ","Acura","TLXSH-AWD","5.0"
"26495","63743","Denver"," CO","Acura","MDXwith","7.0"
"17981","63780","Boise"," ID","Acura","TL2WD","8.0"
"14950","63800","Laurel"," MD","Acura","RDXFWD","8.0"
"16949","63800","Snellville"," GA","Acura","RL4dr","10.0"
"13987","63810","Tracy"," CA","Acura","ILX5-Speed","7.0"
"22800","63838","Westmont"," IL","Acura","RDXAWD","6.0"
"14999","63842","Rancho Cucamonga"," CA","Acura","TSX4dr","10.0"
"23777","63842","Waukesha"," WI","Acura","MDXAWD","8.0"
"16900","63845","Little Rock"," AR","Acura","TSX","8.0"
"13996","63885","Des Plaines"," IL","Acura","RDXAWD","10.0"
"9995","63887","El Paso"," TX","Acura","ILX5-Speed","7.0"
"17929","63912","Hoffman Estates"," IL","Acura","TL2WD","8.0"
"15698","63924","Apex"," NC","Acura","TSX5-Speed","6.0"
"23939","63942","Hoffman Estates"," IL","Acura","RDXAWD","6.0"
"7997","63947","Loganville"," GA","Acura","TLAutomatic","16.0"
"10888","63951","Tukwila"," WA","Acura","RLAutomatic","18.0"
"27000","63954","Golden"," CO","Acura","MDXAWD","6.0"
"11900","63983","Dublin"," CA","Acura","RSXType-S","14.0"
"16970","63991","Littleton"," CO","Acura","RDXAWD","9.0"
"23980","63999","Burbank"," IL","Acura","RLXwith","6.0"
"20950","64032","Little Rock"," AR","Acura","TLSH-AWD","7.0"
"6995","64047","Seekonk"," MA","Acura","TLAutomatic","17.0"
"28900","64047","Columbia"," MO","Acura","MDXAWD","6.0"
"19999","64054","Portsmouth"," NH","Acura","TLSH-AWD","7.0"
"31387","64054","Denver"," CO","Acura","MDXAWD","5.0"
"14495","64063","Lauderdale Lakes"," FL","Acura","TSX4dr","10.0"
"29900","64070","Wilkes-Barre"," PA","Acura","MDXAWD","6.0"
"14950","64099","Waterbury"," CT","Acura","TSXAutomatic","8.0"
"11977","64116","Costa Mesa"," CA","Acura","TL4dr","12.0"
"23900","64154","Merrillville"," IN","Acura","ZDXAWD","10.0"
"19999","64161","Savannah"," GA","Acura","TL2WD","6.0"
"15659","64176","Avenel"," NJ","Acura","ILX5-Speed","5.0"
"8999","64177","Portsmouth"," NH","Acura","TLAutomatic","14.0"
"20996","64195","St. George"," UT","Acura","RDXAWD","6.0"
"12995","64224","Indianapolis"," IN","Acura","TL4dr","10.0"
"21129","64247","Snellville"," GA","Acura","TLXFWD","5.0"
"26500","64256","Long Beach"," CA","Acura","MDXwith","7.0"
"13500","64259","Greensboro"," NC","Acura","TL4dr","13.0"
"18295","64282","Royersford"," PA","Acura","TSX5-Speed","6.0"
"27450","64282","Little Falls"," NJ","Acura","MDXAWD","5.0"
"15990","64290","Baltimore"," MD","Acura","ILX5-Speed","5.0"
"18500","64293","Macon"," GA","Acura","TLwith","7.0"
"29000","64300","Marietta"," GA","Acura","MDXAWD","5.0"
"31000","64333","Westmont"," IL","Acura","MDXAWD","6.0"
"16995","64343","Phoenix"," AZ","Acura","TL4dr","12.0"
"19994","64344","Annapolis"," MD","Acura","TLSH-AWD","7.0"
"28997","64427","Arlington Heights"," IL","Acura","MDXAWD","6.0"
"13995","64436","Waltham"," MA","Acura","ILXHybrid","7.0"
"14995","64453","Dothan"," AL","Acura","TSX5-Speed","7.0"
"20995","64465","Springfield"," OR","Acura","MDXAWD","9.0"
"14995","64490","Honolulu"," HI","Acura","RLAutomatic","14.0"
"25000","64496","MONTCLAIR"," CA","Acura","MDXFWD","6.0"
"15982","64497","Greensboro"," NC","Acura","TSXAutomatic","8.0"
"32995","64526","Franklin"," TN","Acura","MDXAWD","5.0"
"19995","64537","Liberty"," MO","Acura","RDXFWD","6.0"
"25980","64542","Manvel"," TX","Acura","TLXFWD","5.0"
"23990","64545","Chantilly"," VA","Acura","MDXwith","7.0"
"14500","64575","Buford"," GA","Acura","ILX5-Speed","6.0"
"29500","64590","St Louis"," MO","Acura","MDXAWD","5.0"
"26500","64619","Jackson"," MS","Acura","TLXFWD","5.0"
"23900","64627","Brookfield"," WI","Acura","MDXAWD","8.0"
"28771","64644","South Charleston"," WV","Acura","MDXAWD","5.0"
"20705","64657","Chantilly"," VA","Acura","RDXAWD","7.0"
"15999","64719","Concord"," CA","Acura","ILX5-Speed","7.0"
"17999","64723","Orange"," CA","Acura","ZDXAWD","10.0"
"17590","64734","Centennial"," CO","Acura","ILX5-Speed","7.0"
